t1_win_rate,t1_recent_win_rate,t1_titles,t1_toss_win_rate,t1_toss2win_rate,t1_seasons,t2_win_rate,t2_recent_win_rate,t2_titles,t2_toss_win_rate,t2_toss2win_rate,t2_seasons,toss_winner_is_t1,team1_wins,team1,team2,season
0.4831,0.5,0.0,0.4944,0.4545,5.0,0.602,0.6346,2.0,0.4694,0.6739,5.0,0,1,Kings XI Punjab,Chennai Super Kings,2014
0.5294,0.5294,0.0,0.4118,0.1429,1.0,0.5333,0.5106,1.0,0.5444,0.551,5.0,0,1,Sunrisers Hyderabad,Rajasthan Royals,2014
0.4831,0.5,0.0,0.4944,0.4545,5.0,0.5054,0.5532,0.0,0.3871,0.5278,5.0,0,1,Kings XI Punjab,Royal Challengers Bangalore,2014
0.4615,0.375,0.0,0.5165,0.4468,5.0,0.5294,0.5294,0.0,0.4118,0.1429,1.0,0,0,Delhi Daredevils,Sunrisers Hyderabad,2014
0.5895,0.6346,1.0,0.5474,0.5769,5.0,0.602,0.6346,2.0,0.4694,0.6739,5.0,0,0,Mumbai Indians,Chennai Super Kings,2014
0.4831,0.5,0.0,0.4944,0.4545,5.0,0.4773,0.5417,1.0,0.5227,0.5,5.0,0,0,Kings XI Punjab,Kolkata Knight Riders,2014
0.5054,0.5532,0.0,0.3871,0.5278,5.0,0.5333,0.5106,1.0,0.5444,0.551,5.0,1,0,Royal Challengers Bangalore,Rajasthan Royals,2014
0.5294,0.5294,0.0,0.4118,0.1429,1.0,0.5895,0.6346,1.0,0.5474,0.5769,5.0,1,0,Sunrisers Hyderabad,Mumbai Indians,2014
0.5333,0.5106,1.0,0.5444,0.551,5.0,0.602,0.6346,2.0,0.4694,0.6739,5.0,1,0,Rajasthan Royals,Chennai Super Kings,2014
0.5054,0.5532,0.0,0.3871,0.5278,5.0,0.4615,0.375,0.0,0.5165,0.4468,5.0,0,1,Royal Challengers Bangalore,Delhi Daredevils,2014
0.5294,0.5294,0.0,0.4118,0.1429,1.0,0.4831,0.5,0.0,0.4944,0.4545,5.0,0,0,Sunrisers Hyderabad,Kings XI Punjab,2014
0.5895,0.6346,1.0,0.5474,0.5769,5.0,0.4773,0.5417,1.0,0.5227,0.5,5.0,0,0,Mumbai Indians,Kolkata Knight Riders,2014
0.5333,0.5106,1.0,0.5444,0.551,5.0,0.4615,0.375,0.0,0.5165,0.4468,5.0,0,1,Rajasthan Royals,Delhi Daredevils,2014
0.602,0.6346,2.0,0.4694,0.6739,5.0,0.5054,0.5532,0.0,0.3871,0.5278,5.0,1,0,Chennai Super Kings,Royal Challengers Bangalore,2014
0.5294,0.5294,0.0,0.4118,0.1429,1.0,0.4773,0.5417,1.0,0.5227,0.5,5.0,1,0,Sunrisers Hyderabad,Kolkata Knight Riders,2014
0.5895,0.6346,1.0,0.5474,0.5769,5.0,0.5333,0.5106,1.0,0.5444,0.551,5.0,1,1,Mumbai Indians,Rajasthan Royals,2014
0.4615,0.375,0.0,0.5165,0.4468,5.0,0.4831,0.5,0.0,0.4944,0.4545,5.0,0,0,Delhi Daredevils,Kings XI Punjab,2014
0.5054,0.5532,0.0,0.3871,0.5278,5.0,0.5294,0.5294,0.0,0.4118,0.1429,1.0,1,0,Royal Challengers Bangalore,Sunrisers Hyderabad,2014
0.602,0.6346,2.0,0.4694,0.6739,5.0,0.4773,0.5417,1.0,0.5227,0.5,5.0,0,0,Chennai Super Kings,Kolkata Knight Riders,2014
0.4831,0.5,0.0,0.4944,0.4545,5.0,0.5895,0.6346,1.0,0.5474,0.5769,5.0,0,0,Kings XI Punjab,Mumbai Indians,2014
0.4773,0.5417,1.0,0.5227,0.5,5.0,0.5054,0.5532,0.0,0.3871,0.5278,5.0,0,1,Kolkata Knight Riders,Royal Challengers Bangalore,2014
0.602,0.6346,2.0,0.4694,0.6739,5.0,0.5294,0.5294,0.0,0.4118,0.1429,1.0,0,0,Chennai Super Kings,Sunrisers Hyderabad,2014
0.5895,0.6346,1.0,0.5474,0.5769,5.0,0.4615,0.375,0.0,0.5165,0.4468,5.0,0,1,Mumbai Indians,Delhi Daredevils,2014
0.4831,0.5,0.0,0.4944,0.4545,5.0,0.5333,0.5106,1.0,0.5444,0.551,5.0,0,1,Kings XI Punjab,Rajasthan Royals,2014
0.5054,0.5532,0.0,0.3871,0.5278,5.0,0.602,0.6346,2.0,0.4694,0.6739,5.0,0,0,Royal Challengers Bangalore,Chennai Super Kings,2014
0.5294,0.5294,0.0,0.4118,0.1429,1.0,0.4773,0.5417,1.0,0.5227,0.5,5.0,0,0,Sunrisers Hyderabad,Kolkata Knight Riders,2014
0.4615,0.375,0.0,0.5165,0.4468,5.0,0.4831,0.5,0.0,0.4944,0.4545,5.0,0,0,Delhi Daredevils,Kings XI Punjab,2014
0.5333,0.5106,1.0,0.5444,0.551,5.0,0.5895,0.6346,1.0,0.5474,0.5769,5.0,0,0,Rajasthan Royals,Mumbai Indians,2014
0.4773,0.5417,1.0,0.5227,0.5,5.0,0.4831,0.5,0.0,0.4944,0.4545,5.0,0,1,Kolkata Knight Riders,Kings XI Punjab,2014
0.5895,0.6346,1.0,0.5474,0.5769,5.0,0.602,0.6346,2.0,0.4694,0.6739,5.0,0,0,Mumbai Indians,Chennai Super Kings,2014
0.4831,0.5,0.0,0.4944,0.4545,5.0,0.602,0.6346,2.0,0.4694,0.6739,5.0,0,1,Kings XI Punjab,Chennai Super Kings,2014
0.4831,0.5,0.0,0.4944,0.4545,5.0,0.4773,0.5417,1.0,0.5227,0.5,5.0,0,0,Kings XI Punjab,Kolkata Knight Riders,2014
0.5727,0.5882,1.0,0.5273,0.569,6.0,0.5096,0.5918,2.0,0.5288,0.5273,6.0,0,0,Mumbai Indians,Kolkata Knight Riders,2015
0.6053,0.6154,2.0,0.4912,0.6607,6.0,0.419,0.3333,0.0,0.4857,0.4118,6.0,0,1,Chennai Super Kings,Delhi Daredevils,2015
0.5192,0.5,1.0,0.5481,0.5263,6.0,0.5189,0.5714,0.0,0.4811,0.4902,6.0,0,1,Rajasthan Royals,Kings XI Punjab,2015
0.6053,0.6154,2.0,0.4912,0.6607,6.0,0.4839,0.4839,0.0,0.4516,0.2857,2.0,1,1,Chennai Super Kings,Sunrisers Hyderabad,2015
0.5096,0.5918,2.0,0.5288,0.5273,6.0,0.486,0.4667,0.0,0.4206,0.4889,6.0,0,0,Kolkata Knight Riders,Royal Challengers Bangalore,2015
0.419,0.3333,0.0,0.4857,0.4118,6.0,0.5192,0.5,1.0,0.5481,0.5263,6.0,0,0,Delhi Daredevils,Rajasthan Royals,2015
0.5189,0.5714,0.0,0.4811,0.4902,6.0,0.5727,0.5882,1.0,0.5273,0.569,6.0,0,1,Kings XI Punjab,Mumbai Indians,2015
0.486,0.4667,0.0,0.4206,0.4889,6.0,0.4839,0.4839,0.0,0.4516,0.2857,2.0,0,0,Royal Challengers Bangalore,Sunrisers Hyderabad,2015
0.5727,0.5882,1.0,0.5273,0.569,6.0,0.5192,0.5,1.0,0.5481,0.5263,6.0,1,0,Mumbai Indians,Rajasthan Royals,2015
0.6053,0.6154,2.0,0.4912,0.6607,6.0,0.5096,0.5918,2.0,0.5288,0.5273,6.0,0,0,Chennai Super Kings,Kolkata Knight Riders,2015
0.5189,0.5714,0.0,0.4811,0.4902,6.0,0.419,0.3333,0.0,0.4857,0.4118,6.0,1,0,Kings XI Punjab,Delhi Daredevils,2015
0.4839,0.4839,0.0,0.4516,0.2857,2.0,0.5192,0.5,1.0,0.5481,0.5263,6.0,0,0,Sunrisers Hyderabad,Rajasthan Royals,2015
0.5727,0.5882,1.0,0.5273,0.569,6.0,0.6053,0.6154,2.0,0.4912,0.6607,6.0,1,0,Mumbai Indians,Chennai Super Kings,2015
0.419,0.3333,0.0,0.4857,0.4118,6.0,0.4839,0.4839,0.0,0.4516,0.2857,2.0,1,1,Delhi Daredevils,Sunrisers Hyderabad,2015
0.5189,0.5714,0.0,0.4811,0.4902,6.0,0.5096,0.5918,2.0,0.5288,0.5273,6.0,0,0,Kings XI Punjab,Kolkata Knight Riders,2015
0.6053,0.6154,2.0,0.4912,0.6607,6.0,0.5192,0.5,1.0,0.5481,0.5263,6.0,1,0,Chennai Super Kings,Rajasthan Royals,2015
0.5727,0.5882,1.0,0.5273,0.569,6.0,0.486,0.4667,0.0,0.4206,0.4889,6.0,0,1,Mumbai Indians,Royal Challengers Bangalore,2015
0.419,0.3333,0.0,0.4857,0.4118,6.0,0.5096,0.5918,2.0,0.5288,0.5273,6.0,0,0,Delhi Daredevils,Kolkata Knight Riders,2015
0.5192,0.5,1.0,0.5481,0.5263,6.0,0.5189,0.5714,0.0,0.4811,0.4902,6.0,0,0,Rajasthan Royals,Kings XI Punjab,2015
0.4839,0.4839,0.0,0.4516,0.2857,2.0,0.5096,0.5918,2.0,0.5288,0.5273,6.0,0,1,Sunrisers Hyderabad,Kolkata Knight Riders,2015
0.6053,0.6154,2.0,0.4912,0.6607,6.0,0.486,0.4667,0.0,0.4206,0.4889,6.0,0,1,Chennai Super Kings,Royal Challengers Bangalore,2015
0.419,0.3333,0.0,0.4857,0.4118,6.0,0.5727,0.5882,1.0,0.5273,0.569,6.0,0,1,Delhi Daredevils,Mumbai Indians,2015
0.5192,0.5,1.0,0.5481,0.5263,6.0,0.486,0.4667,0.0,0.4206,0.4889,6.0,0,0,Rajasthan Royals,Royal Challengers Bangalore,2015
0.5727,0.5882,1.0,0.5273,0.569,6.0,0.4839,0.4839,0.0,0.4516,0.2857,2.0,1,1,Mumbai Indians,Sunrisers Hyderabad,2015
0.6053,0.6154,2.0,0.4912,0.6607,6.0,0.5189,0.5714,0.0,0.4811,0.4902,6.0,1,1,Chennai Super Kings,Kings XI Punjab,2015
0.419,0.3333,0.0,0.4857,0.4118,6.0,0.486,0.4667,0.0,0.4206,0.4889,6.0,0,0,Delhi Daredevils,Royal Challengers Bangalore,2015
0.4839,0.4839,0.0,0.4516,0.2857,2.0,0.5189,0.5714,0.0,0.4811,0.4902,6.0,0,1,Sunrisers Hyderabad,Kings XI Punjab,2015
0.5096,0.5918,2.0,0.5288,0.5273,6.0,0.419,0.3333,0.0,0.4857,0.4118,6.0,1,1,Kolkata Knight Riders,Delhi Daredevils,2015
0.486,0.4667,0.0,0.4206,0.4889,6.0,0.5192,0.5,1.0,0.5481,0.5263,6.0,0,0,Royal Challengers Bangalore,Rajasthan Royals,2015
0.6053,0.6154,2.0,0.4912,0.6607,6.0,0.5096,0.5918,2.0,0.5288,0.5273,6.0,0,1,Chennai Super Kings,Kolkata Knight Riders,2015
0.5189,0.5714,0.0,0.4811,0.4902,6.0,0.419,0.3333,0.0,0.4857,0.4118,6.0,0,0,Kings XI Punjab,Delhi Daredevils,2015
0.5727,0.5882,1.0,0.5273,0.569,6.0,0.5192,0.5,1.0,0.5481,0.5263,6.0,0,1,Mumbai Indians,Rajasthan Royals,2015
0.5096,0.5918,2.0,0.5288,0.5273,6.0,0.486,0.4667,0.0,0.4206,0.4889,6.0,0,0,Kolkata Knight Riders,Royal Challengers Bangalore,2015
0.4839,0.4839,0.0,0.4516,0.2857,2.0,0.6053,0.6154,2.0,0.4912,0.6607,6.0,0,1,Sunrisers Hyderabad,Chennai Super Kings,2015
0.5727,0.5882,1.0,0.5273,0.569,6.0,0.5189,0.5714,0.0,0.4811,0.4902,6.0,1,1,Mumbai Indians,Kings XI Punjab,2015
0.5192,0.5,1.0,0.5481,0.5263,6.0,0.419,0.3333,0.0,0.4857,0.4118,6.0,0,1,Rajasthan Royals,Delhi Daredevils,2015
0.6053,0.6154,2.0,0.4912,0.6607,6.0,0.486,0.4667,0.0,0.4206,0.4889,6.0,1,1,Chennai Super Kings,Royal Challengers Bangalore,2015
0.5096,0.5918,2.0,0.5288,0.5273,6.0,0.4839,0.4839,0.0,0.4516,0.2857,2.0,0,1,Kolkata Knight Riders,Sunrisers Hyderabad,2015
0.419,0.3333,0.0,0.4857,0.4118,6.0,0.5727,0.5882,1.0,0.5273,0.569,6.0,1,0,Delhi Daredevils,Mumbai Indians,2015
0.486,0.4667,0.0,0.4206,0.4889,6.0,0.5189,0.5714,0.0,0.4811,0.4902,6.0,0,1,Royal Challengers Bangalore,Kings XI Punjab,2015
0.4839,0.4839,0.0,0.4516,0.2857,2.0,0.5192,0.5,1.0,0.5481,0.5263,6.0,0,1,Sunrisers Hyderabad,Rajasthan Royals,2015
0.6053,0.6154,2.0,0.4912,0.6607,6.0,0.5727,0.5882,1.0,0.5273,0.569,6.0,1,0,Chennai Super Kings,Mumbai Indians,2015
0.5189,0.5714,0.0,0.4811,0.4902,6.0,0.5096,0.5918,2.0,0.5288,0.5273,6.0,1,0,Kings XI Punjab,Kolkata Knight Riders,2015
0.4839,0.4839,0.0,0.4516,0.2857,2.0,0.419,0.3333,0.0,0.4857,0.4118,6.0,1,1,Sunrisers Hyderabad,Delhi Daredevils,2015
0.486,0.4667,0.0,0.4206,0.4889,6.0,0.5727,0.5882,1.0,0.5273,0.569,6.0,1,1,Royal Challengers Bangalore,Mumbai Indians,2015
0.6053,0.6154,2.0,0.4912,0.6607,6.0,0.5192,0.5,1.0,0.5481,0.5263,6.0,1,1,Chennai Super Kings,Rajasthan Royals,2015
0.4839,0.4839,0.0,0.4516,0.2857,2.0,0.5189,0.5714,0.0,0.4811,0.4902,6.0,1,1,Sunrisers Hyderabad,Kings XI Punjab,2015
0.6053,0.6154,2.0,0.4912,0.6607,6.0,0.419,0.3333,0.0,0.4857,0.4118,6.0,1,0,Chennai Super Kings,Delhi Daredevils,2015
0.5189,0.5714,0.0,0.4811,0.4902,6.0,0.486,0.4667,0.0,0.4206,0.4889,6.0,0,1,Kings XI Punjab,Royal Challengers Bangalore,2015
0.5727,0.5882,1.0,0.5273,0.569,6.0,0.5096,0.5918,2.0,0.5288,0.5273,6.0,0,1,Mumbai Indians,Kolkata Knight Riders,2015
0.4839,0.4839,0.0,0.4516,0.2857,2.0,0.486,0.4667,0.0,0.4206,0.4889,6.0,1,0,Sunrisers Hyderabad,Royal Challengers Bangalore,2015
0.5189,0.5714,0.0,0.4811,0.4902,6.0,0.6053,0.6154,2.0,0.4912,0.6607,6.0,1,0,Kings XI Punjab,Chennai Super Kings,2015
0.5192,0.5,1.0,0.5481,0.5263,6.0,0.5096,0.5918,2.0,0.5288,0.5273,6.0,1,1,Rajasthan Royals,Kolkata Knight Riders,2015
0.419,0.3333,0.0,0.4857,0.4118,6.0,0.486,0.4667,0.0,0.4206,0.4889,6.0,0,0,Delhi Daredevils,Royal Challengers Bangalore,2015
0.4839,0.4839,0.0,0.4516,0.2857,2.0,0.5727,0.5882,1.0,0.5273,0.569,6.0,1,0,Sunrisers Hyderabad,Mumbai Indians,2015
0.5727,0.5882,1.0,0.5273,0.569,6.0,0.6053,0.6154,2.0,0.4912,0.6607,6.0,1,1,Mumbai Indians,Chennai Super Kings,2015
0.486,0.4667,0.0,0.4206,0.4889,6.0,0.5192,0.5,1.0,0.5481,0.5263,6.0,1,1,Royal Challengers Bangalore,Rajasthan Royals,2015
0.486,0.4667,0.0,0.4206,0.4889,6.0,0.6053,0.6154,2.0,0.4912,0.6607,6.0,0,0,Royal Challengers Bangalore,Chennai Super Kings,2015
0.5727,0.5882,1.0,0.5273,0.569,6.0,0.6053,0.6154,2.0,0.4912,0.6607,6.0,0,1,Mumbai Indians,Chennai Super Kings,2015
0.4118,0.2273,0.0,0.4706,0.4107,7.0,0.5128,0.5333,2.0,0.5385,0.5397,7.0,0,0,Delhi Daredevils,Kolkata Knight Riders,2016
0.4878,0.4565,0.0,0.4472,0.5091,7.0,0.4889,0.4889,0.0,0.4444,0.35,3.0,0,1,Royal Challengers Bangalore,Sunrisers Hyderabad,2016
0.5128,0.5333,2.0,0.5385,0.5397,7.0,0.5794,0.6,2.0,0.5159,0.5538,7.0,0,0,Kolkata Knight Riders,Mumbai Indians,2016
0.475,0.4681,0.0,0.4833,0.431,7.0,0.4118,0.2273,0.0,0.4706,0.4107,7.0,0,0,Kings XI Punjab,Delhi Daredevils,2016
0.4889,0.4889,0.0,0.4444,0.35,3.0,0.5128,0.5333,2.0,0.5385,0.5397,7.0,1,0,Sunrisers Hyderabad,Kolkata Knight Riders,2016
0.4878,0.4565,0.0,0.4472,0.5091,7.0,0.4118,0.2273,0.0,0.4706,0.4107,7.0,0,0,Royal Challengers Bangalore,Delhi Daredevils,2016
0.5794,0.6,2.0,0.5159,0.5538,7.0,0.4889,0.4889,0.0,0.4444,0.35,3.0,0,0,Mumbai Indians,Sunrisers Hyderabad,2016
0.475,0.4681,0.0,0.4833,0.431,7.0,0.5128,0.5333,2.0,0.5385,0.5397,7.0,0,0,Kings XI Punjab,Kolkata Knight Riders,2016
0.4878,0.4565,0.0,0.4472,0.5091,7.0,0.5794,0.6,2.0,0.5159,0.5538,7.0,0,0,Royal Challengers Bangalore,Mumbai Indians,2016
0.4118,0.2273,0.0,0.4706,0.4107,7.0,0.5794,0.6,2.0,0.5159,0.5538,7.0,0,1,Delhi Daredevils,Mumbai Indians,2016
0.475,0.4681,0.0,0.4833,0.431,7.0,0.4889,0.4889,0.0,0.4444,0.35,3.0,0,0,Kings XI Punjab,Sunrisers Hyderabad,2016
0.5794,0.6,2.0,0.5159,0.5538,7.0,0.475,0.4681,0.0,0.4833,0.431,7.0,0,1,Mumbai Indians,Kings XI Punjab,2016
0.5128,0.5333,2.0,0.5385,0.5397,7.0,0.5794,0.6,2.0,0.5159,0.5538,7.0,0,0,Kolkata Knight Riders,Mumbai Indians,2016
0.4118,0.2273,0.0,0.4706,0.4107,7.0,0.5128,0.5333,2.0,0.5385,0.5397,7.0,0,1,Delhi Daredevils,Kolkata Knight Riders,2016
0.4889,0.4889,0.0,0.4444,0.35,3.0,0.4878,0.4565,0.0,0.4472,0.5091,7.0,0,1,Sunrisers Hyderabad,Royal Challengers Bangalore,2016
0.4878,0.4565,0.0,0.4472,0.5091,7.0,0.5128,0.5333,2.0,0.5385,0.5397,7.0,0,0,Royal Challengers Bangalore,Kolkata Knight Riders,2016
0.5128,0.5333,2.0,0.5385,0.5397,7.0,0.475,0.4681,0.0,0.4833,0.431,7.0,0,1,Kolkata Knight Riders,Kings XI Punjab,2016
0.475,0.4681,0.0,0.4833,0.431,7.0,0.4118,0.2273,0.0,0.4706,0.4107,7.0,0,1,Kings XI Punjab,Delhi Daredevils,2016
0.4889,0.4889,0.0,0.4444,0.35,3.0,0.5794,0.6,2.0,0.5159,0.5538,7.0,0,1,Sunrisers Hyderabad,Mumbai Indians,2016
0.4878,0.4565,0.0,0.4472,0.5091,7.0,0.475,0.4681,0.0,0.4833,0.431,7.0,0,1,Royal Challengers Bangalore,Kings XI Punjab,2016
0.4878,0.4565,0.0,0.4472,0.5091,7.0,0.5794,0.6,2.0,0.5159,0.5538,7.0,0,0,Royal Challengers Bangalore,Mumbai Indians,2016
0.4889,0.4889,0.0,0.4444,0.35,3.0,0.4118,0.2273,0.0,0.4706,0.4107,7.0,0,0,Sunrisers Hyderabad,Delhi Daredevils,2016
0.5794,0.6,2.0,0.5159,0.5538,7.0,0.475,0.4681,0.0,0.4833,0.431,7.0,1,0,Mumbai Indians,Kings XI Punjab,2016
0.475,0.4681,0.0,0.4833,0.431,7.0,0.4889,0.4889,0.0,0.4444,0.35,3.0,1,0,Kings XI Punjab,Sunrisers Hyderabad,2016
0.5794,0.6,2.0,0.5159,0.5538,7.0,0.4118,0.2273,0.0,0.4706,0.4107,7.0,0,1,Mumbai Indians,Delhi Daredevils,2016
0.5128,0.5333,2.0,0.5385,0.5397,7.0,0.4878,0.4565,0.0,0.4472,0.5091,7.0,0,0,Kolkata Knight Riders,Royal Challengers Bangalore,2016
0.4878,0.4565,0.0,0.4472,0.5091,7.0,0.475,0.4681,0.0,0.4833,0.431,7.0,0,1,Royal Challengers Bangalore,Kings XI Punjab,2016
0.4889,0.4889,0.0,0.4444,0.35,3.0,0.4118,0.2273,0.0,0.4706,0.4107,7.0,0,0,Sunrisers Hyderabad,Delhi Daredevils,2016
0.5128,0.5333,2.0,0.5385,0.5397,7.0,0.4889,0.4889,0.0,0.4444,0.35,3.0,0,1,Kolkata Knight Riders,Sunrisers Hyderabad,2016
0.4118,0.2273,0.0,0.4706,0.4107,7.0,0.4878,0.4565,0.0,0.4472,0.5091,7.0,0,0,Delhi Daredevils,Royal Challengers Bangalore,2016
0.4889,0.4889,0.0,0.4444,0.35,3.0,0.5128,0.5333,2.0,0.5385,0.5397,7.0,0,1,Sunrisers Hyderabad,Kolkata Knight Riders,2016
0.4889,0.4889,0.0,0.4444,0.35,3.0,0.4878,0.4565,0.0,0.4472,0.5091,7.0,1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,2016
0.5323,0.5333,1.0,0.4839,0.4667,4.0,0.4964,0.4783,0.0,0.4388,0.5246,8.0,0,1,Sunrisers Hyderabad,Royal Challengers Bangalore,2017
0.5625,0.5625,0.0,0.5,0.75,1.0,0.5152,0.5909,2.0,0.5227,0.5507,8.0,0,0,Gujarat Lions,Kolkata Knight Riders,2017
0.4964,0.4783,0.0,0.4388,0.5246,8.0,0.4211,0.3333,0.0,0.4812,0.4375,8.0,1,1,Royal Challengers Bangalore,Delhi Daredevils,2017
0.5625,0.5625,0.0,0.5,0.75,1.0,0.5323,0.5333,1.0,0.4839,0.4667,4.0,0,0,Gujarat Lions,Sunrisers Hyderabad,2017
0.5152,0.5909,2.0,0.5227,0.5507,8.0,0.5714,0.5333,2.0,0.5286,0.5541,8.0,0,0,Kolkata Knight Riders,Mumbai Indians,2017
0.4964,0.4783,0.0,0.4388,0.5246,8.0,0.4552,0.4,0.0,0.4776,0.3906,8.0,1,0,Royal Challengers Bangalore,Kings XI Punjab,2017
0.5323,0.5333,1.0,0.4839,0.4667,4.0,0.5714,0.5333,2.0,0.5286,0.5541,8.0,0,0,Sunrisers Hyderabad,Mumbai Indians,2017
0.4552,0.4,0.0,0.4776,0.3906,8.0,0.5152,0.5909,2.0,0.5227,0.5507,8.0,0,0,Kings XI Punjab,Kolkata Knight Riders,2017
0.4964,0.4783,0.0,0.4388,0.5246,8.0,0.5714,0.5333,2.0,0.5286,0.5541,8.0,0,0,Royal Challengers Bangalore,Mumbai Indians,2017
0.5152,0.5909,2.0,0.5227,0.5507,8.0,0.5323,0.5333,1.0,0.4839,0.4667,4.0,0,1,Kolkata Knight Riders,Sunrisers Hyderabad,2017
0.4211,0.3333,0.0,0.4812,0.4375,8.0,0.4552,0.4,0.0,0.4776,0.3906,8.0,1,1,Delhi Daredevils,Kings XI Punjab,2017
0.5625,0.5625,0.0,0.5,0.75,1.0,0.5714,0.5333,2.0,0.5286,0.5541,8.0,0,0,Gujarat Lions,Mumbai Indians,2017
0.4211,0.3333,0.0,0.4812,0.4375,8.0,0.5152,0.5909,2.0,0.5227,0.5507,8.0,1,0,Delhi Daredevils,Kolkata Knight Riders,2017
0.5323,0.5333,1.0,0.4839,0.4667,4.0,0.4552,0.4,0.0,0.4776,0.3906,8.0,0,1,Sunrisers Hyderabad,Kings XI Punjab,2017
0.4964,0.4783,0.0,0.4388,0.5246,8.0,0.5625,0.5625,0.0,0.5,0.75,1.0,0,1,Royal Challengers Bangalore,Gujarat Lions,2017
0.5323,0.5333,1.0,0.4839,0.4667,4.0,0.4211,0.3333,0.0,0.4812,0.4375,8.0,1,1,Sunrisers Hyderabad,Delhi Daredevils,2017
0.4552,0.4,0.0,0.4776,0.3906,8.0,0.5714,0.5333,2.0,0.5286,0.5541,8.0,0,0,Kings XI Punjab,Mumbai Indians,2017
0.5152,0.5909,2.0,0.5227,0.5507,8.0,0.5625,0.5625,0.0,0.5,0.75,1.0,0,0,Kolkata Knight Riders,Gujarat Lions,2017
0.5714,0.5333,2.0,0.5286,0.5541,8.0,0.4211,0.3333,0.0,0.4812,0.4375,8.0,0,1,Mumbai Indians,Delhi Daredevils,2017
0.4552,0.4,0.0,0.4776,0.3906,8.0,0.5625,0.5625,0.0,0.5,0.75,1.0,0,1,Kings XI Punjab,Gujarat Lions,2017
0.5152,0.5909,2.0,0.5227,0.5507,8.0,0.4964,0.4783,0.0,0.4388,0.5246,8.0,0,1,Kolkata Knight Riders,Royal Challengers Bangalore,2017
0.4964,0.4783,0.0,0.4388,0.5246,8.0,0.5625,0.5625,0.0,0.5,0.75,1.0,0,0,Royal Challengers Bangalore,Gujarat Lions,2017
0.4211,0.3333,0.0,0.4812,0.4375,8.0,0.5152,0.5909,2.0,0.5227,0.5507,8.0,0,0,Delhi Daredevils,Kolkata Knight Riders,2017
0.5323,0.5333,1.0,0.4839,0.4667,4.0,0.4552,0.4,0.0,0.4776,0.3906,8.0,0,1,Sunrisers Hyderabad,Kings XI Punjab,2017
0.5625,0.5625,0.0,0.5,0.75,1.0,0.5714,0.5333,2.0,0.5286,0.5541,8.0,1,0,Gujarat Lions,Mumbai Indians,2017
0.4211,0.3333,0.0,0.4812,0.4375,8.0,0.4552,0.4,0.0,0.4776,0.3906,8.0,0,0,Delhi Daredevils,Kings XI Punjab,2017
0.5323,0.5333,1.0,0.4839,0.4667,4.0,0.5152,0.5909,2.0,0.5227,0.5507,8.0,0,1,Sunrisers Hyderabad,Kolkata Knight Riders,2017
0.4964,0.4783,0.0,0.4388,0.5246,8.0,0.5714,0.5333,2.0,0.5286,0.5541,8.0,1,0,Royal Challengers Bangalore,Mumbai Indians,2017
0.5323,0.5333,1.0,0.4839,0.4667,4.0,0.4211,0.3333,0.0,0.4812,0.4375,8.0,0,0,Sunrisers Hyderabad,Delhi Daredevils,2017
0.5625,0.5625,0.0,0.5,0.75,1.0,0.4211,0.3333,0.0,0.4812,0.4375,8.0,0,0,Gujarat Lions,Delhi Daredevils,2017
0.4552,0.4,0.0,0.4776,0.3906,8.0,0.4964,0.4783,0.0,0.4388,0.5246,8.0,0,1,Kings XI Punjab,Royal Challengers Bangalore,2017
0.5714,0.5333,2.0,0.5286,0.5541,8.0,0.4211,0.3333,0.0,0.4812,0.4375,8.0,0,1,Mumbai Indians,Delhi Daredevils,2017
0.4964,0.4783,0.0,0.4388,0.5246,8.0,0.5152,0.5909,2.0,0.5227,0.5507,8.0,0,0,Royal Challengers Bangalore,Kolkata Knight Riders,2017
0.4552,0.4,0.0,0.4776,0.3906,8.0,0.5625,0.5625,0.0,0.5,0.75,1.0,0,0,Kings XI Punjab,Gujarat Lions,2017
0.5714,0.5333,2.0,0.5286,0.5541,8.0,0.5323,0.5333,1.0,0.4839,0.4667,4.0,1,0,Mumbai Indians,Sunrisers Hyderabad,2017
0.4552,0.4,0.0,0.4776,0.3906,8.0,0.5152,0.5909,2.0,0.5227,0.5507,8.0,0,1,Kings XI Punjab,Kolkata Knight Riders,2017
0.5625,0.5625,0.0,0.5,0.75,1.0,0.4211,0.3333,0.0,0.4812,0.4375,8.0,0,0,Gujarat Lions,Delhi Daredevils,2017
0.4552,0.4,0.0,0.4776,0.3906,8.0,0.5714,0.5333,2.0,0.5286,0.5541,8.0,0,1,Kings XI Punjab,Mumbai Indians,2017
0.5625,0.5625,0.0,0.5,0.75,1.0,0.5323,0.5333,1.0,0.4839,0.4667,4.0,0,0,Gujarat Lions,Sunrisers Hyderabad,2017
0.5714,0.5333,2.0,0.5286,0.5541,8.0,0.5152,0.5909,2.0,0.5227,0.5507,8.0,0,1,Mumbai Indians,Kolkata Knight Riders,2017
0.4964,0.4783,0.0,0.4388,0.5246,8.0,0.4211,0.3333,0.0,0.4812,0.4375,8.0,1,1,Royal Challengers Bangalore,Delhi Daredevils,2017
0.5323,0.5333,1.0,0.4839,0.4667,4.0,0.5152,0.5909,2.0,0.5227,0.5507,8.0,0,0,Sunrisers Hyderabad,Kolkata Knight Riders,2017
